[2025-07-10 23:13:28] [INFO    ] discord.client: logging in using static token
[2025-07-10 23:13:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:13:22.206000+00:00', 'pinned': False, 'nonce': '1392901620932542464', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901524107038743', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!reminders', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:13:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:13:45] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:13:45] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 23:13:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:13:22.555000+00:00', 'pinned': False, 'nonce': '2693875538698765294', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901525571113121', 'flags': 0, 'embeds': [{'type': 'rich', 'title': '📋 Your Active Reminders', 'id': '1392901525571113122', 'fields': [{'value': '📅 07/10/2025 at 11:15 PM\n⏱️ in 1 minute', 'name': '1. Complete project presentation', 'inline': False}, {'value': '📅 07/14/2025 at 10:00 AM\n⏱️ in 3 days', 'name': '2. Meeting with Chovy', 'inline': False}], 'content_scan_version': 0, 'color': 39423}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:13:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:13:45] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:13:46] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"embeds":[{"fields":[{"inline":false,"name":"1. Complete project presentation","value":"\ud83d\udcc5 07/10/2025 at 11:15 PM\n\u23f1\ufe0f in 1 minute"},{"inline":false,"name":"2. Meeting with Chovy","value":"\ud83d\udcc5 07/14/2025 at 10:00 AM\n\u23f1\ufe0f in 3 days"}],"flags":0,"color":39423,"type":"rich","title":"\ud83d\udccb Your Active Reminders"}],"content":null,"components":[],"nonce":"2693875538698765294","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:13:46] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': '📋 Your Active Reminders', 'color': 39423, 'fields': [{'name': '1. Complete project presentation', 'value': '📅 07/10/2025 at 11:15 PM\n⏱️ in 1 minute', 'inline': False}, {'name': '2. Meeting with Chovy', 'value': '📅 07/14/2025 at 10:00 AM\n⏱️ in 3 days', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-07-10T16:13:22.555000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392901525571113121', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2693875538698765294'}
[2025-07-10 23:13:46] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 23:14:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-07-10 23:14:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:14:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:14:11.942000+00:00', 'pinned': False, 'nonce': '1392901829372674048', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901732714938428', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!help', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:14:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:14:35] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:14:35] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 23:14:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:14:12.371000+00:00', 'pinned': False, 'nonce': '12375304583372903583', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901734514557040', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '```\n\u200bNo Category:\n  hello     \n  help      Shows this message\n  reminders List all active reminders for the user\n  work      Create a work reminder with specified content and time\n\nType !help command for more info on a command.\nYou can also type !help category for more info on a category.\n```', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:14:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:14:35] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:14:35] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"content":"```\n\u200bNo Category:\n  hello     \n  help      Shows this message\n  reminders List all active reminders for the user\n  work      Create a work reminder with specified content and time\n\nType !help command for more info on a command.\nYou can also type !help category for more info on a category.\n```","components":[],"nonce":"12375304583372903583","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:14:35] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': '```\n\u200bNo Category:\n  hello     \n  help      Shows this message\n  reminders List all active reminders for the user\n  work      Create a work reminder with specified content and time\n\nType !help command for more info on a command.\nYou can also type !help category for more info on a category.\n```', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T16:14:12.371000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392901734514557040', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12375304583372903583'}
[2025-07-10 23:14:35] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 23:14:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-10 23:14:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:15:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:14:52.406000+00:00', 'pinned': False, 'nonce': '1392901999208431616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901902433517689', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'geng', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:15] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:14:52.953000+00:00', 'pinned': False, 'nonce': '2859733193880579849', 'mentions': [{'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901904727539853', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@699438853324537867> The best team in League of Legends!', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:16] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:16] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"content":"<@699438853324537867> The best team in League of Legends!","components":[],"nonce":"2859733193880579849","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:15:16] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': '<@699438853324537867> The best team in League of Legends!', 'mentions': [{'id': '699438853324537867', 'username': 'hnivel', 'avatar': '02643c43483b22d9607632492e6dfa53', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': 0, 'global_name': 'Hnivel', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#000000', 'clan': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'primary_guild': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T16:14:52.953000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392901904727539853', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2859733193880579849'}
[2025-07-10 23:15:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:14:57.370000+00:00', 'pinned': False, 'nonce': '1392902019479502848', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901923253915728', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'GenG', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:20] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:14:57.844000+00:00', 'pinned': False, 'nonce': '8911266104944116588', 'mentions': [{'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901925242146956', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@699438853324537867> The best team in League of Legends!', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:21] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"content":"<@699438853324537867> The best team in League of Legends!","components":[],"nonce":"8911266104944116588","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:15:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': '<@699438853324537867> The best team in League of Legends!', 'mentions': [{'id': '699438853324537867', 'username': 'hnivel', 'avatar': '02643c43483b22d9607632492e6dfa53', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': 0, 'global_name': 'Hnivel', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#000000', 'clan': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'primary_guild': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T16:14:57.844000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392901925242146956', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8911266104944116588'}
[2025-07-10 23:15:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 15, 'op': 0, 'd': {'user_id': '699438853324537867', 'timestamp': 1752164100, 'member': {'user': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'display_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1385948445851783209', 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:23] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 23:15:23] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 23:15:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:15:00.666000+00:00', 'pinned': False, 'nonce': '1392902033966628864', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901937078206627', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'GEN', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:24] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:15:01.111000+00:00', 'pinned': False, 'nonce': '10439766478764786846', 'mentions': [{'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901938944675932', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@699438853324537867> The best team in League of Legends!', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:24] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"content":"<@699438853324537867> The best team in League of Legends!","components":[],"nonce":"10439766478764786846","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:15:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': '<@699438853324537867> The best team in League of Legends!', 'mentions': [{'id': '699438853324537867', 'username': 'hnivel', 'avatar': '02643c43483b22d9607632492e6dfa53', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': 0, 'global_name': 'Hnivel', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#000000', 'clan': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'primary_guild': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T16:15:01.111000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392901938944675932', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10439766478764786846'}
[2025-07-10 23:15:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 18, 'op': 0, 'd': {'user_id': '699438853324537867', 'timestamp': 1752164103, 'member': {'user': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'display_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1385948445851783209', 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:26] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 23:15:26] [DEBUG   ] discord.client: Dispatching event raw_typing
